rank,score,deferred,chapel,requirements,electives,credits,free_days,early1,lunch_fail,late,runs,holes
141,16.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,0,0,2,6,1+1
142,16.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,0,0,2,6,1+1
143,16.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,0,0,2,6,1+1
144,16.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,0,0,2,6,1+1
145,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
146,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
147,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
148,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
149,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
150,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
151,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
152,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
153,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
154,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
155,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
156,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
157,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
158,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
159,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
160,16.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,0,3,4+4,1+1+1
161,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
162,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
163,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
164,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+1+3+2
165,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
166,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
167,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
168,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
169,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
170,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+1+1+2
171,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+1+1+2
172,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
173,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+1+1+2
174,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+1+1+2
175,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+1+3+2
176,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
177,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
178,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
179,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
180,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
181,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
182,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
183,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
184,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
185,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
186,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+1+1+2
187,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+1+1+2
188,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
189,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
190,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+1+1+2
191,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
192,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+1+1+2
193,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
194,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
195,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
196,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
197,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+1+1+2
198,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
199,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
200,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
201,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
202,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+1+1+2
203,16.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
204,16.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCI1901-01-00 YCK1998-03-00,18.0,월금,1,0,2,,1+2+1+1
205,16.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,0,1,1,5,2+2+1
206,16.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,0,1,1,5,2+2+1
207,16.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,0,1,1,5,2+2+1
208,16.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,0,1,1,5,2+2+1
209,16.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,0,1,1,5,2+2+1
210,16.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,0,1,1,5,2+2+1
211,16.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,0,1,1,5,2+2+1
212,16.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,0,1,1,5,2+2+1
213,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
214,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
215,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
216,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,YCI1901-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
217,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
218,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
219,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
220,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
221,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
222,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
223,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,YCI1901-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
224,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
225,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
226,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
227,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
228,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
229,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
230,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
231,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
232,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
233,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,YCI1901-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
234,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
235,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
236,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
237,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
238,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
239,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
240,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
241,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
242,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
243,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,YCI1901-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
244,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
245,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
246,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
247,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+1+1
248,16.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,1,1,4,1+1+1
249,15.795,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,YCI1901-01-00 BIZ1101-09-00,18.0,월금,1,0,2,,3+1+1
250,15.499,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,1,3,4+5,1+1
251,15.499,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,1,3,4+5,1+1
252,15.499,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,1,3,4+5,1+1
253,15.499,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,1,3,4+5,1+1
254,15.499,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,1,3,4+5,1+1
255,15.499,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,1,3,4+5,1+1
256,15.499,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,1,3,4+5,1+1
257,15.499,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,0,1,3,4+5,1+1
258,15.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,2+1+2
259,15.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,2+1+2
260,15.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,2+1+2
261,15.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,2+1+2
262,15.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,2+1+2
263,15.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,2+1+2
264,15.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,2+1+2
265,15.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,2+1+2
266,15.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,2+1+2
267,15.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,UCD1101-01-00 YCK1998-03-00,18.0,월금,1,0,2,,2+1+2
268,15.19,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,YCE1253-01-00 YCH1605-01-00,18.0,월금,1,1,2,6,1+1
269,15.19,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,YCE1253-01-00 YCH1605-01-00,18.0,월금,1,1,2,6,1+1
270,15.19,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,YCE1253-01-00 YCH1605-01-00,18.0,월금,1,1,2,6,1+1
271,15.19,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,YCE1253-01-00 YCH1605-01-00,18.0,월금,1,1,2,6,1+1
272,15.115,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,0,0,1,6,2+1+2
273,15.115,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,0,0,1,6,2+1+2
274,15.115,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,0,0,1,6,2+1+2
275,15.115,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,0,0,1,6,2+1+2
276,15.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,YCE1253-01-00 STA1002-04-00,18.0,월금,1,0,1,,2+1+1+2+1
277,15.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,YCE1253-01-00 STA1002-04-00,18.0,월금,1,0,1,,2+1+1+2+1
278,15.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,YCE1253-01-00 STA1002-04-00,18.0,월금,1,0,1,,2+1+1+2+1
279,15.065,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,YCE1253-01-00 STA1002-04-00,18.0,월금,1,0,1,,2+1+1+2+1
