rank,score,deferred,chapel,requirements,electives,elective_items,credits,free_days,early1,lunch_fail,late,runs,holes
1577,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1578,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1579,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1580,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1581,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1582,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1583,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1584,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1585,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1586,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1587,16.182,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-12-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,4+4,3+2
1588,16.182,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,1,0,2,4,4+2+1
1589,16.165,WCiv,-,QRM1001-01-00 UIC1501-05-00 UIC2151-14-00 UIC1805-01-00,ECO1101-05-00 STA2102-05-00,ECO1101 ME,18.0,월금,2,1,1,4+6,3+1
1590,16.165,WCiv,-,QRM1001-01-00 UIC1501-05-00 UIC2151-14-00 UIC1806-01-00,ECO1101-05-00 STA2102-05-00,ECO1101 ME,18.0,월금,2,1,1,4+6,3+1
1591,16.165,WCiv,-,QRM1001-01-00 UIC1501-05-00 UIC2151-14-00 UIC1805-01-00,ECO1101-05-00 STA2102-05-00,ECO1101 ME,18.0,월금,2,1,1,4+6,3+1
1592,16.165,WCiv,-,QRM1001-01-00 UIC1501-05-00 UIC2151-14-00 UIC1806-01-00,ECO1101-05-00 STA2102-05-00,ECO1101 ME,18.0,월금,2,1,1,4+6,3+1
1593,16.142,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-14-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월,0,1,1,4+7,2
1594,16.142,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-14-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월,0,1,1,4+7,2
1595,16.14,MR,-,UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,2,0,3,4,3+2+1
1596,16.14,MR,-,UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 UIC1806-01-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,2,0,3,4,3+2+1
1597,16.14,MR,-,UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 UIC1806-01-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,2,0,3,4,3+2+1
1598,16.14,MR,-,UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,2,0,3,4,3+2+1
1599,16.14,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,STA2102-04-00 YCG1804-01-00,ME FREE,18.0,월금,1,0,1,,1+3+1+1
1600,16.14,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,STA2102-04-00 YCG1804-01-00,ME FREE,18.0,월금,1,0,1,,1+3+1+1
1601,16.125,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-07-00 UIC1805-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,2,6,1+2
1602,16.125,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-09-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,2,6,1+2
1603,16.125,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-08-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,2,6,1+2
1604,16.125,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-09-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,2,6,1+2
1605,16.125,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-07-00 UIC1805-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,2,6,1+2
1606,16.125,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-06-00 UIC1805-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,2,6,1+2
1607,16.125,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-08-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,2,6,1+2
1608,16.125,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-06-00 UIC1805-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,2,6,1+2
1609,16.115,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,STA2102-05-00,ME,18.0,월금,2,1,0,4+6,4+2
1610,16.115,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,STA2102-05-00,ME,18.0,월금,2,1,0,4+6,4+2
1611,16.115,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,STA2102-05-00,ME,18.0,월금,2,1,0,4+6,4+2
1612,16.115,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,STA2102-05-00,ME,18.0,월금,2,1,0,4+6,4+2
1613,16.09,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,2,0,2,4,1+3+3+2+1
1614,16.09,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,2,0,2,4,1+3+3+2+1
1615,16.09,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,2,0,2,4,1+3+3+2+1
1616,16.09,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,2,0,2,4,1+3+3+2+1
1617,16.075,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1751-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,월,0,0,3,4+4,1+3+2+1
1618,16.075,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC1751-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,월,0,1,2,4+4,1+1+1+2
1619,16.075,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1751-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,월,0,0,3,4+4,1+1+3+2
1620,16.065,MR,-,UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,2+2+3
1621,16.065,MR,-,UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,2+2+3
1622,16.058,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-03-00 UIC2151-14-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,6,2+1+2+1
1623,16.058,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-03-00 UIC2151-14-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,6,2+1+2+1
1624,16.058,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,6,2+1+2+1
1625,16.058,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-03-00 UIC2151-14-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,6,2+1+2+1
1626,16.058,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-02-00 UIC2151-14-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,6,2+1+2+1
1627,16.058,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-03-00 UIC2151-14-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,6,2+1+2+1
1628,16.058,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-02-00 UIC2151-14-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,6,2+1+2+1
1629,16.058,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,6,2+1+2+1
1630,16.057,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,QRM2004-01-00 BIZ1101-09-00,ME FREE,18.0,월금,1,1,1,4+4,1+1
1631,16.057,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,QRM2004-01-00 STA1002-04-00,ME FREE,18.0,월금,1,0,1,4+4,2+1+2+1
1632,16.057,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,QRM2004-01-00 STA1002-04-00,ME FREE,18.0,월금,1,0,1,4+4,2+1+1+2
1633,16.05,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-14-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,3,6,2+2
1634,16.05,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-14-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,3,6,2+2
1635,16.05,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-03-00 UIC2151-14-00 UIC1806-02-00,QRM2002-01-00 STA2102-05-00,ME ME,18.0,월,1,0,1,4,2+1
1636,16.05,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-03-00 UIC2151-14-00 UIC1806-02-00,QRM2002-01-00 STA2102-05-00,ME ME,18.0,월,1,0,1,4,2+1
1637,16.017,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-12-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월,1,0,0,4,1
1638,15.982,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 UCB1105-02-00,ME FREE,18.0,월금,1,0,1,4+6,3+2
1639,15.965,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-05-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,2,4+5+6,1+2
1640,15.965,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-05-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,2,4+5+6,1+2
1641,15.965,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-09-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,2,4+5+6,1+2
1642,15.965,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-09-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,2,4+5+6,1+2
1643,15.965,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-08-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,2,4+5+6,1+2
1644,15.965,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-09-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,2,4+5+6,1+2
1645,15.965,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-08-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,2,4+5+6,1+2
1646,15.965,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-09-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,2,4+5+6,1+2
1647,15.965,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-08-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,2,4+5+6,1+2
1648,15.965,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-08-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,2,4+5+6,1+2
1649,15.965,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,월금,2,2,1,5+5,1+4+1
1650,15.965,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,2,1,4+5+5,1+1
1651,15.965,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,2,1,4+5+5,1+1
1652,15.965,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,2,1,4+5+5,1+1
1653,15.965,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,월금,2,2,1,5+5,1+4+1
1654,15.965,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,2,1,4+5+5,1+1
1655,15.965,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,2,1,4+5+5,1+1
1656,15.965,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,2,1,4+5+5,1+1
1657,15.965,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,월금,2,2,1,5+5,1+4+1
1658,15.965,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,월금,2,2,1,5+5,1+4+1
1659,15.965,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,2,1,4+5+5,1+1
1660,15.965,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,2,1,4+5+5,1+1
1661,15.965,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,STA2102-04-00 YCI1901-01-00,ME FREE,18.0,월금,1,0,2,5,1+3+1
1662,15.965,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,STA2102-04-00 YCI1901-01-00,ME FREE,18.0,월금,1,0,2,5,1+3+1
1663,15.958,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-11-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,0,3,6+4,2+1+2
1664,15.958,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-11-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,0,3,6+4,2+1+2
1665,15.95,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-14-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,금,0,1,1,6+6,1
1666,15.95,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-14-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,금,0,1,1,6+6,1
1667,15.933,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-02-00 UIC2151-14-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1668,15.933,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-02-00 UIC2151-14-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1669,15.933,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-02-00 UIC2151-14-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1670,15.933,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-02-00 UIC2151-14-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1671,15.933,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-03-00 UIC2151-14-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1672,15.933,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-02-00 UIC2151-14-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1673,15.933,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-03-00 UIC2151-14-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1674,15.933,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-02-00 UIC2151-14-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1675,15.933,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-03-00 UIC2151-14-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1676,15.933,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-03-00 UIC2151-14-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1677,15.933,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-03-00 UIC2151-14-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1678,15.933,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-03-00 UIC2151-14-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1679,15.933,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-03-00 UIC2151-14-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1680,15.933,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-03-00 UIC2151-14-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1681,15.933,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-02-00 UIC2151-14-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1682,15.933,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-02-00 UIC2151-14-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+2+1+1
1683,15.925,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-04-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,금,0,1,0,6+5+4,1+1
1684,15.925,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-10-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,금,0,1,0,6+5+4,1+1
1685,15.896,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC1751-01-00,STA2102-05-00 QRM3007-01-00,ME ME,18.0,월화,0,1,0,4+5,1
1686,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
1687,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
1688,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
1689,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,0,1,4,1+1+2
1690,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
1691,15.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
1692,15.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,STA2102-05-00 UCB1105-02-00,ME FREE,18.0,월금,1,0,1,4,1+1+2
1693,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
1694,15.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,STA2102-05-00 UCB1105-02-00,ME FREE,18.0,월금,1,0,1,4,1+1+2
1695,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 UCB1105-02-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
1696,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,0,1,4,1+1+2
1697,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,0,1,4,1+1+2
1698,15.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,STA2102-05-00 UCB1105-02-00,ME FREE,18.0,월금,1,0,1,4,1+1+2
1699,15.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
1700,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,월금,1,0,1,4,1+1+2
1701,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,0,1,4,1+1+2
1702,15.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
1703,15.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
1704,15.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,STA2102-05-00 UCB1105-02-00,ME FREE,18.0,월금,1,0,1,4,1+1+2
1705,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
1706,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
1707,15.89,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
