rank,score,deferred,chapel,requirements,electives,elective_items,credits,free_days,early1,lunch_fail,dinner_fail,late,runs,holes
1,160.577,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,1+2+1
2,160.577,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,1+1+2
3,160.577,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,1+1+2
4,160.577,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,1+2+1
5,159.402,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,5,2+1
6,159.402,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,5,2+1
7,158.29,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,1+2+1
8,158.29,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,1+1+2
9,157.552,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 YCF1603-04-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,3,5+6,3
10,157.115,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,5,2+1
11,155.923,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-12-00 YCF1603-04-00,STA2102-05-00 ECO1101-05-00,ME ECO1101,18.0,월금,1,0,0,2,6,3+2+1
12,155.452,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+2+2+1+1
13,155.452,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+2+2+1+1
14,155.452,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+2+2+1+1
15,155.452,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+2+2+1+1
16,155.452,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+2+2+1+1
17,155.452,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+2+2+1+1
18,155.452,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+2+2+1+1
19,155.452,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+2+2+1+1
20,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+2+1
21,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+2+1
22,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+2+1
23,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+1+2
24,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+2+1
25,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+1+2
26,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+1+2
27,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+1+2
28,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+2+1
29,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+1+2
30,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+2+1
31,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+1+2
32,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+2+1
33,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+1+2
34,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+2+1
35,155.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,4,1+1+2
36,155.09,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
37,155.09,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
38,155.09,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
39,155.09,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
40,154.435,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,월금,1,0,0,1,,1+2+1
41,154.167,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,1,0,2,5,2+1
42,154.167,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,1,0,2,5,2+1
43,154.167,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,1,0,2,5,2+1
44,154.167,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,1,0,2,5,2+1
45,154.167,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,1,0,2,5,2+1
46,154.167,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,1,0,2,5,2+1
47,154.167,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,1,0,2,5,2+1
48,154.167,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,1,0,2,5,2+1
49,153.967,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,2+2+2+1
50,153.967,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,2+2+2+1
51,153.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
52,153.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
53,153.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
54,153.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
55,153.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
56,153.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
57,153.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
58,153.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
59,153.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
60,153.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
61,153.342,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+1+2+2+2
62,153.342,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+1+2+2+2
63,153.077,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,0,,1+2+2+1
64,153.077,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,0,,1+2+2+1
65,153.077,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,0,,1+2+2+1
66,153.077,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,0,,1+2+2+1
67,153.077,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,0,,1+2+2+1
68,153.077,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,0,,1+2+2+1
69,153.077,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,0,,1+2+2+1
70,153.077,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,0,,1+2+2+1
71,152.952,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+3+2+1
72,152.952,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+3+2+1
73,152.952,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+3+2+1
74,152.952,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+3+2+1
75,152.952,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+3+2+1
76,152.952,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+3+2+1
77,152.952,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+3+2+1
78,152.952,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+3+2+1
79,152.767,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,6,1+2
80,152.767,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,6,1+2
81,152.767,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,6,1+2
82,152.767,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,2,6,1+2
83,152.727,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,QRM2004-01-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,4+6,1+1
84,152.727,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,QRM2004-01-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,4+6,1+1
85,152.727,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,QRM2004-01-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,4+6,1+1
86,152.727,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,QRM2004-01-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,4+6,1+1
87,152.717,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+3+2+1
88,152.717,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+3+2+1
89,152.56,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,0,0,1,,2+2+1
90,152.527,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 YCF1603-04-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,2,5,2+2
91,152.467,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,1,,1+2+2
92,152.467,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,1,,1+2+2
93,152.467,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,1,,1+2+2
94,152.467,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,1,,1+2+2
95,152.202,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+4,1+2
96,152.202,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+4,1+2
97,152.002,MR,-,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,2+1
98,152.002,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,1+2
99,152.002,MR,-,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,2+1
100,152.002,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,1+2
101,151.877,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,2,4+6,1+1
102,151.877,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,2,4+6,1+1
103,151.877,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,2,4+6,1+1
104,151.877,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,2,4+6,1+1
105,151.79,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1603-04-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,1+1+2
106,151.592,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,1,,2+2+2
107,151.592,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,1,,2+2+2
108,151.59,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-05-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,1+1
109,151.467,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,3+2+2
110,151.467,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,3+2+2
111,151.452,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,1+1+1+2+2
112,151.452,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,1+2+2+1+1
113,151.452,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,1+2+2+1+1
114,151.452,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,1+2+2+1+1
115,151.452,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,1+2+2+1+1
116,151.452,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,1+1+1+2+2
117,150.842,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1
118,150.842,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1
119,150.842,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1
120,150.842,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1
121,150.842,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1
122,150.842,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1
123,150.842,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1
124,150.842,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1
125,150.842,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1
126,150.842,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1
127,150.842,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+3
128,150.842,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+3
129,150.842,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1
