rank,score,deferred,chapel,requirements,electives,elective_items,credits,free_days,early1,lunch_fail,dinner_fail,late,runs,holes
130,150.842,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1
131,150.827,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,월금,2,0,0,1,,1+1+3+1
132,150.827,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,월금,2,0,0,1,,1+1+3+1
133,150.827,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,월금,2,0,0,1,,1+1+3+1
134,150.827,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,월금,2,0,0,1,,1+1+3+1
135,150.577,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 YCF1603-04-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,1+1+2
136,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
137,150.217,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
138,150.217,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
139,150.217,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
140,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+1+1+2+2
141,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
142,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+1+1+2+2
143,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
144,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+1+1+2+2
145,150.217,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
146,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+1+1+2+2
147,150.217,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
148,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+1+1+2+2
149,150.217,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
150,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
151,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+1+1+2+2
152,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+1+1+2+2
153,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
154,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+1+1+2+2
155,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+1+1+2+2
156,150.217,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
157,150.217,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
158,150.217,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
159,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
160,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
161,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+1+1+2+2
162,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
163,150.217,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
164,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
165,150.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+1+1
166,150.202,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,2+1+2+2
167,150.202,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,2+1+2+2
168,149.915,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+4,1+2
169,149.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,1,0,1,6,1+1
170,149.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,1,0,1,6,1+1
171,149.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,1,0,1,6,1+1
172,149.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,1,0,1,6,1+1
173,149.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,1,0,1,6,1+1
174,149.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,1,0,1,6,1+1
175,149.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,1,0,1,6,1+1
176,149.877,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,1,1,0,1,6,1+1
177,149.715,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,1+2
178,149.715,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,1,4,2+1
179,149.548,-,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 YCF1603-04-00,STA2102-05-00,ME,18.0,월금,1,0,0,2,6,3+2
180,149.515,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1603-04-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,0,0,0,2,6+6,1
181,149.49,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
182,149.49,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
183,149.49,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
184,149.49,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
185,149.435,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월금,1,0,0,1,,3+2+1
186,149.435,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,1,0,0,1,,3+2+1
187,149.435,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,1,,3+2+1
188,149.402,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,0,5+4,1+2
189,149.402,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,0,5+4,1+2
190,149.077,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,0,,1+2+2+1
191,149.077,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,0,,1+2+2+1
192,149.077,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,0,,1+2+2+1
193,149.077,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,0,,1+2+2+1
194,148.977,WCiv,-,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 YCF1603-04-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,3,5+6,
195,148.967,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,2+1+2+2
196,148.967,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,2+1+2+2
197,148.967,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,2+1+2+2
198,148.967,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,2+1+2+2
199,148.967,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,2+1+2+2
200,148.967,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,2+1+2+2
201,148.967,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,2+1+2+2
202,148.967,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,2+1+2+2
203,148.967,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,2+1+2+2
204,148.967,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,2+1+2+2
205,148.952,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,1+3+2+1
206,148.952,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,1+3+2+1
207,148.952,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,1+1+2+3
208,148.952,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,1+3+2+1
209,148.952,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,1+3+2+1
210,148.952,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+1+2+3
211,148.952,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+1+2+3
212,148.952,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,1+1+2+3
213,148.952,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+1+2+3
214,148.952,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,1,,1+1+2+3
215,148.777,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 YCF1603-04-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,2,5,1+2+1
216,148.777,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 YCF1603-04-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,0,0,2,5,1+2+1
217,148.702,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,5+5,1+3+1
218,148.702,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,5+5,1+3+1
219,148.702,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,5+5,1+3+1
220,148.702,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,5+5,1+3+1
221,148.645,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,0,0,0,1,4,2+1+1+1
222,148.645,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,0,0,0,1,4,2+1+1+1
223,148.645,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,0,0,0,1,4,2+1+1+1
224,148.645,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,0,0,0,1,4,2+1+1+1
225,148.645,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,0,0,0,1,4,2+1+1+1
226,148.645,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,0,0,0,1,4,2+1+1+1
227,148.645,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,0,0,0,1,4,2+1+1+1
228,148.645,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,0,0,0,1,4,2+1+1+1
229,148.502,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 YCF1301-07-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,2,0,0,2,5,3+1+1
230,148.435,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,1,0,0,2,,3+2+1
231,148.392,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,1,0,2,7,2
232,148.392,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,1,0,2,7,2
233,148.392,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,1,0,2,7,2
234,148.392,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,1,0,2,7,2
235,148.377,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,1,0,1,6,1+1+2
236,148.377,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,1,0,1,6,1+1+2
237,148.377,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,1,0,1,6,1+1+2
238,148.377,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,1,0,1,6,1+1+2
239,148.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+2+1
240,148.342,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,,1+2+2+2+1
241,148.302,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 YCF1603-04-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,0,0,0,2,6+6,1
242,148.302,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 YCF1603-04-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,0,0,0,2,6+6,1
243,148.277,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
244,148.277,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
245,148.277,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
246,148.277,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
247,148.277,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
248,148.277,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
249,148.277,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
250,148.277,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
251,148.277,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
252,148.277,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,4+5,1+1
253,148.227,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-12-00 YCF1603-04-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,3,6,3+2+3
254,148.177,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 YCF1603-04-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,3,5+6,4
255,147.842,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-05-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,1,,1+2+2+1
256,147.842,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,1,,1+2+2+1
257,147.842,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,1,,1+2+2+1
